datetime,open,high,low,close
2025-11-26 10:56:00,26605.0,26605.0,26600.0,26600.0
2025-11-26 10:57:00,26600.0,26600.0,26600.0,26600.0
2025-11-26 10:58:00,26600.0,26607.0,26600.0,26606.9
2025-11-26 10:59:00,26606.9,26607.0,26606.0,26606.8
2025-11-26 11:00:00,26606.8,26610.0,26606.8,26610.0
2025-11-26 11:01:00,26610.0,26620.8,26610.0,26620.8
2025-11-26 11:02:00,26620.8,26621.6,26620.8,26621.6
2025-11-26 11:03:00,26621.6,26621.6,26621.6,26621.6
2025-11-26 11:04:00,26621.6,26621.6,26621.6,26621.6
2025-11-26 11:05:00,26621.6,26621.9,26612.4,26621.9
2025-11-26 11:06:00,26621.9,26621.9,26609.6,26609.6
2025-11-26 11:07:00,26609.6,26609.6,26609.6,26609.6
2025-11-26 11:08:00,26609.6,26609.6,26609.6,26609.6
2025-11-26 11:09:00,26609.6,26610.0,26609.6,26610.0
2025-11-26 11:10:00,26610.0,26610.0,26610.0,26610.0
2025-11-26 11:11:00,26610.0,26610.0,26607.6,26607.6
2025-11-26 11:12:00,26607.6,26619.5,26605.4,26619.5
2025-11-26 11:13:00,26619.5,26619.5,26607.5,26607.5
2025-11-26 11:14:00,26607.5,26611.0,26607.5,26609.0
2025-11-26 11:15:00,26609.0,26609.0,26609.0,26609.0
2025-11-26 11:16:00,26609.0,26615.0,26609.0,26615.0
2025-11-26 11:17:00,26615.0,26618.0,26615.0,26618.0
2025-11-26 11:18:00,26618.0,26618.0,26618.0,26618.0
2025-11-26 11:19:00,26618.0,26622.0,26618.0,26622.0
2025-11-26 11:20:00,26622.0,26623.3,26622.0,26623.0
2025-11-26 11:21:00,26623.0,26624.4,26619.0,26619.0
2025-11-26 11:22:00,26619.0,26619.0,26619.0,26619.0
2025-11-26 11:23:00,26619.0,26619.0,26616.7,26617.5
2025-11-26 11:24:00,26617.5,26620.0,26617.5,26620.0
2025-11-26 11:25:00,26620.0,26620.0,26615.7,26615.7
2025-11-26 11:26:00,26615.7,26623.8,26615.7,26623.8
2025-11-26 11:27:00,26623.8,26624.8,26623.8,26624.8
2025-11-26 11:28:00,26624.8,26624.9,26624.7,26624.8
2025-11-26 11:29:00,26624.8,26624.8,26617.5,26624.0
2025-11-26 11:30:00,26624.0,26624.0,26623.0,26623.0
2025-11-26 11:31:00,26623.0,26623.0,26623.0,26623.0
2025-11-26 11:32:00,26623.0,26624.7,26620.0,26624.7
2025-11-26 11:33:00,26624.7,26625.0,26624.7,26625.0
2025-11-26 11:34:00,26625.0,26625.0,26625.0,26625.0
2025-11-26 11:35:00,26625.0,26625.0,26614.6,26614.6
2025-11-26 11:36:00,26614.6,26614.6,26614.6,26614.6
2025-11-26 11:37:00,26614.6,26614.6,26614.6,26614.6
2025-11-26 11:38:00,26614.6,26614.6,26611.8,26611.8
2025-11-26 11:39:00,26611.8,26611.8,26611.5,26611.5
2025-11-26 11:40:00,26611.5,26611.5,26611.4,26611.4
2025-11-26 11:41:00,26611.4,26612.0,26611.4,26612.0
2025-11-26 11:42:00,26612.0,26612.0,26610.4,26610.4
2025-11-26 11:43:00,26610.4,26620.0,26610.4,26620.0
2025-11-26 11:44:00,26620.0,26620.0,26611.8,26611.8
2025-11-26 11:45:00,26611.8,26611.8,26609.9,26609.9
2025-11-26 11:46:00,26609.9,26609.9,26609.9,26609.9
2025-11-26 11:47:00,26609.9,26609.9,26605.0,26605.0
2025-11-26 11:48:00,26605.0,26610.0,26605.0,26610.0
2025-11-26 11:49:00,26610.0,26610.0,26610.0,26610.0
2025-11-26 11:50:00,26610.0,26615.0,26610.0,26615.0
2025-11-26 11:51:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:52:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:53:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:54:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:55:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:56:00,26615.0,26615.0,26615.0,26615.0
2025-11-26 11:57:00,26615.0,26620.0,26615.0,26615.6
2025-11-26 11:58:00,26615.6,26620.0,26615.6,26620.0
2025-11-26 11:59:00,26620.0,26625.0,26620.0,26625.0
2025-11-26 12:00:00,26625.0,26626.0,26625.0,26626.0
2025-11-26 12:01:00,26626.0,26627.9,26619.7,26627.9
2025-11-26 12:02:00,26627.9,26627.9,26621.1,26621.1
2025-11-26 12:03:00,26621.1,26628.0,26621.1,26628.0
2025-11-26 12:04:00,26628.0,26630.0,26621.3,26630.0
2025-11-26 12:05:00,26630.0,26630.0,26623.3,26630.0
2025-11-26 12:06:00,26630.0,26630.0,26625.5,26625.5
2025-11-26 12:07:00,26625.5,26634.0,26625.5,26634.0
2025-11-26 12:08:00,26634.0,26638.0,26634.0,26638.0
2025-11-26 12:09:00,26638.0,26638.0,26638.0,26638.0
2025-11-26 12:10:00,26638.0,26645.0,26638.0,26645.0
2025-11-26 12:11:00,26645.0,26647.8,26645.0,26647.8
2025-11-26 12:12:00,26647.8,26647.8,26647.8,26647.8
2025-11-26 12:13:00,26647.8,26648.0,26640.1,26648.0
2025-11-26 12:14:00,26648.0,26648.0,26648.0,26648.0
2025-11-26 12:15:00,26648.0,26648.0,26640.0,26640.0
2025-11-26 12:16:00,26640.0,26649.8,26640.0,26640.2
2025-11-26 12:17:00,26640.2,26649.8,26640.2,26649.8
2025-11-26 12:18:00,26649.8,26649.8,26649.8,26649.8
2025-11-26 12:19:00,26649.8,26649.9,26642.9,26642.9
2025-11-26 12:20:00,26642.9,26642.9,26638.0,26638.0
2025-11-26 12:21:00,26638.0,26642.0,26635.1,26642.0
2025-11-26 12:22:00,26642.0,26645.0,26642.0,26645.0
2025-11-26 12:23:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:24:00,26645.0,26648.0,26645.0,26648.0
2025-11-26 12:25:00,26648.0,26648.0,26631.4,26639.5
2025-11-26 12:26:00,26639.5,26642.1,26639.5,26642.1
2025-11-26 12:27:00,26642.1,26644.9,26630.1,26644.9
2025-11-26 12:28:00,26644.9,26644.9,26643.9,26643.9
2025-11-26 12:29:00,26643.9,26643.9,26633.7,26633.7
2025-11-26 12:30:00,26633.7,26633.7,26633.7,26633.7
2025-11-26 12:31:00,26633.7,26633.7,26633.7,26633.7
2025-11-26 12:32:00,26633.7,26633.8,26633.7,26633.8
2025-11-26 12:33:00,26633.8,26644.8,26633.8,26644.8
2025-11-26 12:34:00,26644.8,26644.9,26644.8,26644.8
2025-11-26 12:35:00,26644.8,26644.9,26644.7,26644.9
2025-11-26 12:36:00,26644.9,26645.0,26644.9,26645.0
2025-11-26 12:37:00,26645.0,26645.0,26640.1,26640.1
2025-11-26 12:38:00,26640.1,26645.0,26635.2,26635.2
2025-11-26 12:39:00,26635.2,26635.2,26635.2,26635.2
2025-11-26 12:40:00,26635.2,26639.1,26635.2,26639.1
2025-11-26 12:41:00,26639.1,26639.1,26639.0,26639.0
2025-11-26 12:42:00,26639.0,26645.0,26639.0,26645.0
2025-11-26 12:43:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:44:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:45:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:46:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:47:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:48:00,26645.0,26645.0,26644.9,26644.9
2025-11-26 12:49:00,26644.9,26644.9,26640.0,26640.0
2025-11-26 12:50:00,26640.0,26640.0,26635.8,26635.8
2025-11-26 12:51:00,26635.8,26640.0,26635.8,26640.0
2025-11-26 12:52:00,26640.0,26640.0,26640.0,26640.0
2025-11-26 12:53:00,26640.0,26645.0,26640.0,26645.0
2025-11-26 12:54:00,26645.0,26645.0,26645.0,26645.0
2025-11-26 12:55:00,26645.0,26645.0,26640.0,26640.0
2025-11-26 12:56:00,26640.0,26640.0,26640.0,26640.0
2025-11-26 12:57:00,26640.0,26640.0,26633.7,26633.7
2025-11-26 12:58:00,26633.7,26635.0,26630.0,26632.0
2025-11-26 12:59:00,26632.0,26632.0,26632.0,26632.0
2025-11-26 13:00:00,26632.0,26636.5,26632.0,26636.5
2025-11-26 13:01:00,26636.5,26645.0,26636.5,26645.0
2025-11-26 13:02:00,26645.0,26650.0,26645.0,26650.0
2025-11-26 13:03:00,26650.0,26650.0,26649.0,26649.0
2025-11-26 13:04:00,26649.0,26660.0,26649.0,26651.1
2025-11-26 13:05:00,26651.1,26661.9,26651.1,26661.8
2025-11-26 13:06:00,26661.8,26661.8,26651.1,26651.1
2025-11-26 13:07:00,26651.1,26651.1,26651.1,26651.1
2025-11-26 13:08:00,26651.1,26659.0,26651.1,26659.0
2025-11-26 13:09:00,26659.0,26660.0,26659.0,26660.0
2025-11-26 13:10:00,26660.0,26660.0,26660.0,26660.0
2025-11-26 13:11:00,26660.0,26666.0,26660.0,26662.0
2025-11-26 13:12:00,26662.0,26669.0,26660.7,26669.0
2025-11-26 13:13:00,26669.0,26669.5,26666.0,26666.0
2025-11-26 13:14:00,26666.0,26666.0,26666.0,26666.0
2025-11-26 13:15:00,26666.0,26666.0,26653.0,26653.0
2025-11-26 13:16:00,26653.0,26653.0,26652.0,26652.0
2025-11-26 13:17:00,26652.0,26657.9,26651.7,26651.7
2025-11-26 13:18:00,26651.7,26657.0,26651.7,26657.0
2025-11-26 13:19:00,26657.0,26657.0,26651.7,26651.7
2025-11-26 13:20:00,26651.7,26656.0,26651.1,26656.0
2025-11-26 13:21:00,26656.0,26660.7,26650.6,26660.7
2025-11-26 13:22:00,26660.7,26662.3,26660.7,26662.3
2025-11-26 13:23:00,26662.3,26662.3,26654.9,26654.9
2025-11-26 13:24:00,26654.9,26654.9,26650.0,26650.0
2025-11-26 13:25:00,26650.0,26650.0,26650.0,26650.0
2025-11-26 13:26:00,26650.0,26651.0,26650.0,26650.1
2025-11-26 13:27:00,26650.1,26650.1,26650.0,26650.0
2025-11-26 13:28:00,26650.0,26650.0,26634.1,26635.0
2025-11-26 13:29:00,26635.0,26635.0,26628.9,26628.9
2025-11-26 13:30:00,26628.9,26642.0,26628.9,26642.0
2025-11-26 13:31:00,26642.0,26642.0,26642.0,26642.0
2025-11-26 13:32:00,26642.0,26642.0,26642.0,26642.0
2025-11-26 13:33:00,26642.0,26642.0,26642.0,26642.0
2025-11-26 13:34:00,26642.0,26642.0,26638.0,26642.0
2025-11-26 13:35:00,26642.0,26642.0,26642.0,26642.0
2025-11-26 13:36:00,26642.0,26642.0,26642.0,26642.0
2025-11-26 13:37:00,26642.0,26649.9,26642.0,26649.9
2025-11-26 13:38:00,26649.9,26649.9,26649.9,26649.9
2025-11-26 13:39:00,26649.9,26649.9,26649.9,26649.9
2025-11-26 13:40:00,26649.9,26649.9,26643.4,26643.4
2025-11-26 13:41:00,26643.4,26643.4,26643.4,26643.4
2025-11-26 13:42:00,26643.4,26650.0,26643.4,26650.0
2025-11-26 13:43:00,26650.0,26650.0,26650.0,26650.0
2025-11-26 13:44:00,26650.0,26650.0,26645.0,26645.0
2025-11-26 13:45:00,26645.0,26645.1,26645.0,26645.1
2025-11-26 13:46:00,26645.1,26647.0,26645.1,26647.0
2025-11-26 13:47:00,26647.0,26647.0,26645.0,26645.0
2025-11-26 13:48:00,26645.0,26645.0,26640.1,26645.0
2025-11-26 13:49:00,26645.0,26650.0,26645.0,26650.0
2025-11-26 13:50:00,26650.0,26659.0,26650.0,26659.0
2025-11-26 13:51:00,26659.0,26659.0,26659.0,26659.0
2025-11-26 13:52:00,26659.0,26659.0,26659.0,26659.0
2025-11-26 13:53:00,26659.0,26659.0,26659.0,26659.0
2025-11-26 13:54:00,26659.0,26659.0,26659.0,26659.0
2025-11-26 13:55:00,26659.0,26659.0,26654.3,26659.0
2025-11-26 13:56:00,26659.0,26660.0,26655.2,26655.2
2025-11-26 13:57:00,26655.2,26655.2,26655.2,26655.2
2025-11-26 13:58:00,26655.2,26655.2,26655.2,26655.2
2025-11-26 13:59:00,26655.2,26655.2,26655.2,26655.2
2025-11-26 14:00:00,26655.2,26655.2,26655.2,26655.2
2025-11-26 14:01:00,26655.2,26655.2,26655.2,26655.2
2025-11-26 14:02:00,26655.2,26669.0,26655.2,26669.0
2025-11-26 14:03:00,26669.0,26669.0,26664.3,26669.0
2025-11-26 14:04:00,26669.0,26669.9,26669.0,26669.9
2025-11-26 14:05:00,26669.9,26669.9,26663.0,26666.0
2025-11-26 14:06:00,26666.0,26666.0,26666.0,26666.0
2025-11-26 14:07:00,26666.0,26666.0,26666.0,26666.0
2025-11-26 14:08:00,26666.0,26666.0,26660.0,26660.0
2025-11-26 14:09:00,26660.0,26667.9,26659.8,26667.9
2025-11-26 14:10:00,26667.9,26667.9,26667.9,26667.9
2025-11-26 14:11:00,26667.9,26667.9,26667.9,26667.9
2025-11-26 14:12:00,26667.9,26667.9,26660.1,26660.1
2025-11-26 14:13:00,26660.1,26668.9,26660.0,26660.0
2025-11-26 14:14:00,26660.0,26667.8,26660.0,26667.8
2025-11-26 14:15:00,26667.8,26667.8,26667.8,26667.8
2025-11-26 14:16:00,26667.8,26667.8,26660.1,26660.1
2025-11-26 14:17:00,26660.0,26660.0,26660.0,26660.0
2025-11-26 14:18:00,26660.0,26666.0,26660.0,26666.0
2025-11-26 14:19:00,26666.0,26666.0,26666.0,26666.0
2025-11-26 14:20:00,26666.0,26667.9,26666.0,26667.9
2025-11-26 14:21:00,26667.9,26667.9,26667.9,26667.9
2025-11-26 14:22:00,26667.9,26667.9,26665.0,26665.0
2025-11-26 14:23:00,26665.0,26669.8,26665.0,26669.8
2025-11-26 14:24:00,26669.8,26670.0,26665.0,26665.0
2025-11-26 14:25:00,26665.0,26670.0,26665.0,26670.0
2025-11-26 14:26:00,26672.0,26674.9,26672.0,26674.9
2025-11-26 14:27:00,26674.9,26674.9,26665.1,26665.1
2025-11-26 14:28:00,26665.1,26665.1,26665.0,26665.0
2025-11-26 14:29:00,26665.0,26665.0,26665.0,26665.0
2025-11-26 14:30:00,26665.0,26665.0,26665.0,26665.0
2025-11-26 14:31:00,26665.0,26665.0,26645.9,26653.0
2025-11-26 14:32:00,26653.0,26664.1,26653.0,26654.2
2025-11-26 14:33:00,26654.2,26664.0,26654.2,26664.0
2025-11-26 14:34:00,26664.0,26664.0,26652.0,26652.0
2025-11-26 14:35:00,26652.0,26652.0,26652.0,26652.0
2025-11-26 14:36:00,26652.0,26657.9,26651.7,26657.9
2025-11-26 14:37:00,26657.9,26659.2,26657.9,26659.2
2025-11-26 14:38:00,26659.2,26659.2,26659.2,26659.2
2025-11-26 14:39:00,26659.2,26659.2,26659.2,26659.2
2025-11-26 14:40:00,26659.2,26659.2,26659.2,26659.2
2025-11-26 14:41:00,26659.2,26659.2,26655.0,26655.0
2025-11-26 14:42:00,26655.0,26660.0,26651.8,26660.0
2025-11-26 14:43:00,26660.0,26660.0,26660.0,26660.0
2025-11-26 14:44:00,26660.0,26660.0,26660.0,26660.0
2025-11-26 14:45:00,26660.0,26661.3,26660.0,26661.3
2025-11-26 14:46:00,26661.3,26668.0,26661.3,26668.0
2025-11-26 14:47:00,26668.0,26668.0,26662.7,26662.7
2025-11-26 14:48:00,26662.7,26668.8,26662.7,26668.8
2025-11-26 14:49:00,26668.8,26668.8,26657.8,26657.8
2025-11-26 14:50:00,26657.8,26657.8,26657.8,26657.8
2025-11-26 14:51:00,26657.8,26657.8,26657.8,26657.8
2025-11-26 14:52:00,26657.8,26657.8,26654.0,26654.0
2025-11-26 14:53:00,26654.0,26664.5,26654.0,26664.5
2025-11-26 14:54:00,26664.5,26664.5,26664.5,26664.5
2025-11-26 14:55:00,26664.5,26664.5,26664.5,26664.5
2025-11-26 14:56:00,26664.5,26664.5,26656.9,26656.9
2025-11-26 14:57:00,26656.9,26656.9,26656.9,26656.9
2025-11-26 14:58:00,26656.9,26656.9,26653.7,26653.7
2025-11-26 14:59:00,26653.7,26653.7,26652.0,26652.0
2025-11-26 15:00:00,26652.0,26660.0,26652.0,26660.0
2025-11-26 15:01:00,26660.0,26665.0,26660.0,26665.0
2025-11-26 15:02:00,26665.0,26669.0,26665.0,26669.0
2025-11-26 15:03:00,26669.0,26669.0,26668.0,26668.0
2025-11-26 15:04:00,26668.0,26669.7,26668.0,26669.7
2025-11-26 15:05:00,26669.7,26669.7,26666.0,26666.0
2025-11-26 15:06:00,26666.0,26670.0,26665.0,26670.0
2025-11-26 15:07:00,26670.0,26674.4,26669.3,26674.4
2025-11-26 15:08:00,26674.4,26675.0,26674.4,26675.0
2025-11-26 15:09:00,26675.0,26675.0,26675.0,26675.0
2025-11-26 15:10:00,26675.0,26675.0,26675.0,26675.0
2025-11-26 15:11:00,26675.0,26675.0,26674.0,26674.0
2025-11-26 15:12:00,26674.0,26674.0,26674.0,26674.0
2025-11-26 15:13:00,26674.0,26677.0,26674.0,26677.0
2025-11-26 15:14:00,26677.0,26677.0,26672.1,26672.1
2025-11-26 15:15:00,26672.1,26675.0,26672.1,26675.0
2025-11-26 15:16:00,26675.0,26676.0,26675.0,26676.0
2025-11-26 15:17:00,26676.0,26676.0,26675.0,26675.0
2025-11-26 15:18:00,26675.0,26680.0,26675.0,26675.0
2025-11-26 15:19:00,26675.0,26675.0,26671.6,26671.6
2025-11-26 15:20:00,26671.6,26675.0,26671.6,26675.0
2025-11-26 15:21:00,26675.0,26675.0,26667.0,26667.0
2025-11-26 15:22:00,26667.0,26675.0,26667.0,26667.0
2025-11-26 15:23:00,26667.0,26675.0,26667.0,26674.5
2025-11-26 15:24:00,26674.5,26680.0,26674.5,26680.0
2025-11-26 15:25:00,26680.0,26683.9,26675.0,26683.9
2025-11-26 15:26:00,26683.9,26683.9,26678.8,26683.0
2025-11-26 15:27:00,26683.0,26685.0,26680.1,26680.1
2025-11-26 15:28:00,26680.1,26694.8,26680.1,26685.1
2025-11-26 15:29:00,26690.0,26694.0,26687.1,26687.1
2025-11-27 09:15:00,26699.0,26740.0,26699.0,26731.0
2025-11-27 09:16:00,26731.0,26735.0,26719.8,26728.7
2025-11-27 09:17:00,26728.7,26728.7,26716.1,26725.0
2025-11-27 09:18:00,26725.0,26728.7,26720.0,26728.7
2025-11-27 09:19:00,26728.7,26745.0,26728.7,26745.0
2025-11-27 09:20:00,26745.0,26745.0,26740.1,26745.0
2025-11-27 09:21:00,26745.0,26750.0,26745.0,26748.1
2025-11-27 09:22:00,26748.1,26772.8,26748.1,26772.2
2025-11-27 09:23:00,26772.2,26791.2,26765.5,26774.8
2025-11-27 09:24:00,26774.8,26781.0,26765.5,26765.5
2025-11-27 09:25:00,26765.5,26765.5,26759.6,26759.6
2025-11-27 09:26:00,26759.6,26767.9,26755.0,26760.0
2025-11-27 09:27:00,26760.0,26769.9,26756.7,26768.6
2025-11-27 09:28:00,26768.6,26775.0,26760.6,26763.5
2025-11-27 09:29:00,26763.5,26775.5,26763.5,26770.1
2025-11-27 09:30:00,26770.1,26771.0,26758.1,26760.0
2025-11-27 09:31:00,26760.0,26763.0,26760.0,26763.0
2025-11-27 09:32:00,26763.0,26768.9,26756.5,26756.5
2025-11-27 09:33:00,26756.5,26756.5,26753.2,26753.2
2025-11-27 09:34:00,26753.2,26758.0,26753.2,26758.0
2025-11-27 09:35:00,26758.0,26767.5,26758.0,26767.5
2025-11-27 09:36:00,26767.5,26767.5,26760.0,26766.9
2025-11-27 09:37:00,26766.9,26766.9,26753.7,26753.7
2025-11-27 09:38:00,26753.7,26760.0,26753.7,26753.7
2025-11-27 09:39:00,26753.7,26753.7,26741.0,26741.0
2025-11-27 09:40:00,26741.0,26741.0,26726.0,26726.0
2025-11-27 09:41:00,26726.0,26748.9,26725.0,26746.8
2025-11-27 09:42:00,26746.8,26746.8,26730.0,26730.0
2025-11-27 09:43:00,26730.0,26744.3,26720.0,26720.0
2025-11-27 09:44:00,26720.0,26728.0,26720.0,26728.0
2025-11-27 09:45:00,26728.0,26744.4,26721.3,26744.4
2025-11-27 09:46:00,26744.4,26744.4,26720.1,26738.1
2025-11-27 09:47:00,26738.1,26760.0,26738.1,26760.0
2025-11-27 09:48:00,26760.0,26760.0,26750.4,26750.4
2025-11-27 09:49:00,26750.4,26750.4,26750.0,26750.0
2025-11-27 09:50:00,26750.0,26750.0,26737.2,26745.9
2025-11-27 09:51:00,26745.9,26745.9,26745.9,26745.9
2025-11-27 09:52:00,26745.9,26750.0,26740.6,26750.0
2025-11-27 09:53:00,26750.0,26750.0,26750.0,26750.0
2025-11-27 09:54:00,26754.9,26755.0,26750.0,26750.0
2025-11-27 09:55:00,26750.0,26750.0,26750.0,26750.0
2025-11-27 09:56:00,26750.0,26750.0,26750.0,26750.0
2025-11-27 09:57:00,26750.0,26750.1,26750.0,26750.1
2025-11-27 09:58:00,26750.1,26755.0,26750.1,26755.0
2025-11-27 09:59:00,26755.0,26767.0,26755.0,26762.0
2025-11-27 10:00:00,26762.0,26765.0,26762.0,26765.0
2025-11-27 10:01:00,26765.0,26766.0,26765.0,26766.0
2025-11-27 10:02:00,26766.0,26769.0,26766.0,26769.0
